横坐标(米),纵坐标(米),角度代价,GDOP(米每弧度),第二次检测耗时(秒),条件接收采样覆盖率,1000米采样覆盖率,离散源采样最坏一阶误差(米),统计位置RMS(米),是否折中点
979.2278993092921,-183.33772447129036,0.8214626678959874,2722.699286170207,204.24858845171272,1.0,1.0,61.486611295373656,27.435723523647113,0
621.5416797475916,-339.0957686797967,0.8851348805709094,4149.552512270326,146.60508465447134,1.0,0.8199767711962834,98.95999430786814,41.81364282562455,0
630.6047576179582,-334.8695860623897,0.8833844644377677,4107.132787523651,147.80056022299073,1.0,0.826945412311266,97.86887665155709,41.38619354908839,0
639.6678354883247,-330.6434034449827,0.8815951580589423,4065.046745451919,149.01388821915754,1.0,0.8304297328687572,96.78517253893895,40.96210668046149,0
648.7309133586912,-326.41722082757576,0.8797658725191928,4023.293946306453,150.24462124292245,1.0,0.8385598141695703,95.70889066506919,40.54137778854457,0
657.7939912290576,-322.1910382101687,0.8778954836520896,3981.8739641406955,151.49232061783988,1.0,0.8455284552845529,94.64004010381831,40.12400258121766,0
666.8570690994242,-317.96485559276175,0.8759828308214164,3940.7863875678877,152.75655653811103,1.0,0.8536585365853658,93.57863031763206,39.709976913074975,0
675.9201469697907,-313.73867297535475,0.8740267156629183,3900.030820549074,154.03690818049068,1.0,0.8571428571428571,92.52467116750657,39.29929679336537,0
684.9832248401572,-309.51249035794774,0.8720259007856414,3859.606883212255,155.3329637837291,1.0,0.8652729384436701,91.47817292317625,38.891958394246664,0
694.0463027105236,-305.2863077405408,0.869979108432185,3819.5142127036715,156.64432069813887,1.0,0.8722415795586528,90.43914627351363,38.48795805936377,0
703.1093805808902,-301.06012512313373,0.867885019097251,3779.752464072064,157.97058540778355,1.0,0.8780487804878049,89.40760233713826,38.08729231275905,0
712.1724584512567,-296.8339425057268,0.865742270103964,3741.032887968127,159.31137352768266,1.0,0.883855981416957,88.38355267323139,37.69712818764383,0
721.2355363216232,-292.6077598883198,0.8635494541375262,3702.6951656772035,160.66630977832037,1.0,0.8908246225319396,87.36700929255272,37.31081187476902,0
730.2986141919896,-288.38157727091277,0.8613051177358968,3664.6444832677607,162.0350279396288,1.0,0.8977932636469221,86.3579846686525,36.9273879660861,0
739.3616920623562,-284.1553946535058,0.8590077597373105,3626.881030072226,163.41717078650282,1.0,0.9036004645760743,85.35649174927424,36.54685836943416,0
748.4247699327227,-279.92921203609876,0.8566558296846049,3589.4050179219125,164.81239000778382,1.0,0.9105691056910569,84.37101159803392,36.169225219365984,0
